Name,Year,Author,ISBN-10,Pages,Language,File size,File format,Category,Links
Applied Deep Learning,2018,Umberto Michelucci,1484237897,410,English,12.5 MB,"PDF, ePub",Programming,"http://file.allitebooks.com/20180908/Applied Deep Learning.pdf , http://file.allitebooks.com/20180908/Applied Deep Learning.epub"
Introducing InnoDB Cluster,2018,Charles Bell,1484238842,465,English,6.8 MB,"PDF, ePub",Datebases,"http://file.allitebooks.com/20180908/Introducing InnoDB Cluster.pdf , http://file.allitebooks.com/20180908/Introducing InnoDB Cluster.epub"
Beginning SVG,2018,Alex Libby,1484237595,298,English,8.5 MB,"PDF, ePub",XML,"http://file.allitebooks.com/20180907/Beginning SVG.pdf , http://file.allitebooks.com/20180907/Beginning SVG.epub"
"iPad All-in-One For Dummies, 7th Edition",2015,Nancy C. Muir,1118944410,544,English,14 MB,PDF,Hardware & DIY,"http://file.allitebooks.com/20180906/iPad All-in-One For Dummies, 7th Edition.pdf"
Backup & Recovery,2007,W. Curtis Preston,0596102461,760,English,4.1 MB,PDF,Datebases,http://file.allitebooks.com/20180906/Backup - Recovery.pdf
Pro Android with Kotlin,2018,Peter Späth,1484238192,485,English,5.4 MB,"PDF, ePub",Programming,"http://file.allitebooks.com/20180904/Pro Android with Kotlin.pdf , http://file.allitebooks.com/20180904/Pro Android with Kotlin.epub"
"SQL Server 2017 Query Performance Tuning, 5th Edition",2018,Grant Fritchey,1484238877,932,English,32.1 MB,"PDF, ePub",SQL,"http://file.allitebooks.com/20180904/SQL Server 2017 Query Performance Tuning, 5th Edition.pdf , http://file.allitebooks.com/20180904/SQL Server 2017 Query Performance Tuning, 5th Edition.epub"
Puppet Best Practices,2018,Chris Barbour,1491923008,308,English,5.3 MB,PDF,Network Administration,http://file.allitebooks.com/20180903/Puppet Best Practices.pdf
Deploying Chromebooks in the Classroom,2018,Guy Hart-Davis,148423765X,621,English,16.2 MB,"PDF, ePub",Hardware & DIY,"http://file.allitebooks.com/20180902/Deploying Chromebooks in the Classroom.pdf , http://file.allitebooks.com/20180902/Deploying Chromebooks in the Classroom.epub"
Getting to Know Vue.js,2018,Brett Nelson,1484237803,265,English,8.4 MB,"PDF, ePub","HTML, HTML5 & CSS","http://file.allitebooks.com/20180901/Getting to Know Vue js.pdf , http://file.allitebooks.com/20180901/Getting to Know Vue js.epub"
"Professional Android, 4th Edition",2018,Ian Lake,1118949528,928,English,18.7 MB,PDF,Android,"http://file.allitebooks.com/20180831/Professional Android, 4th Edition.pdf"
Deep Learning with Azure,2018,Danielle Dean,1484236785,284,English,7.6 MB,"PDF, ePub",C & C++,"http://file.allitebooks.com/20180827/Deep Learning with Azure.pdf , http://file.allitebooks.com/20180827/Deep Learning with Azure.epub"
Getting Started with React,2016,Danillo Corvalan,1783550570,212,English,15.1 MB,PDF,Networking & Cloud Computing,http://file.allitebooks.com/20180830/Getting Started with React.pdf
Kafka Streams in Action,2018,Bill Bejeck,1617294470,280,English,15.6 MB,PDF,Web Services,http://file.allitebooks.com/20180830/Kafka Streams in Action.pdf
"Firewalls Don’t Stop Dragons, 3rd Edition",2018,Carey Parker,1484238516,400,English,17.1 MB,"PDF, ePub",Security,"http://file.allitebooks.com/20180827/Firewalls Don't Stop Dragons, 3rd Edition.pdf , http://file.allitebooks.com/20180827/Firewalls Don't Stop Dragons, 3rd Edition.epub"
"Microsoft BizTalk Server (70-595) Certification and Assessment Guide, Second Edition",2014,Johan Hedberg,1782172106,600,English,10.8 MB,"PDF, ePub",Data in the Enterprise,"http://file.allitebooks.com/20180827/Microsoft BizTalk Server (70-595) Certification and Assessment Guide, Second Edition.pdf , http://file.allitebooks.com/20180827/Microsoft BizTalk Server (70-595) Certification and Assessment Guide, Second Edition.epub"
Asynchronous Android,2013,Steve Liles,1783286873,146,English,1.4 MB,"PDF, ePub",Android,"http://file.allitebooks.com/20180827/Asynchronous Android.pdf , http://file.allitebooks.com/20180827/Asynchronous Android.epub"
Practical Video Game Bots,2018,Ilya Shpigor,1484237358,328,English,11.9 MB,"PDF, ePub",Programming,"http://file.allitebooks.com/20180826/Practical Video Game Bots.pdf , http://file.allitebooks.com/20180826/Practical Video Game Bots.epub"
Coding All-in-One For Dummies,2018,Nikhil Abraham,1119363020,792,English,34.3 MB,PDF,Programming,http://file.allitebooks.com/20180826/Coding All-in-One For Dummies.pdf
Beginning Office 365 Collaboration Apps,2018,Ralph Mercurio,1484238486,320,English,12.9 MB,"PDF, ePub",C & C++,"http://file.allitebooks.com/20180826/Beginning Office 365 Collaboration Apps.pdf , http://file.allitebooks.com/20180826/Beginning Office 365 Collaboration Apps.epub"
Web Applications with Elm,2018,Wolfgang Loder,1484226097,208,English,3.1 MB,"PDF, ePub",Programming,"http://file.allitebooks.com/20180826/Web Applications with Elm.pdf , http://file.allitebooks.com/20180826/Web Applications with Elm.epub"
Mastering Microsoft Teams,2018,Matthew J. Bailey,1484236696,146,English,6.3 MB,"PDF, ePub",Hardware & DIY,"http://file.allitebooks.com/20180825/Mastering Microsoft Teams.pdf , http://file.allitebooks.com/20180825/Mastering Microsoft Teams.epub"
SQL Server Advanced Data Types,2018,Peter A. Carter,1484239008,392,English,7.1 MB,"PDF, ePub",Datebases,"http://file.allitebooks.com/20180825/SQL Server Advanced Data Types.pdf , http://file.allitebooks.com/20180825/SQL Server Advanced Data Types.epub"
Securing DevOps,2018,Julien Vehent,1617294136,200,English,12.2 MB,PDF,Network Administration,http://file.allitebooks.com/20180824/Securing DevOps.pdf
Seeking SRE,2018,David N. Blank-Edelman,1491978864,568,English,14.9 MB,ePub,Network Administration,http://file.allitebooks.com/20180824/Seeking SRE.epub
CompTIA Security+: Get Certified Get Ahead: SY0-401 Study Guide,2014,Darril Gibson,1939136024,560,English,4.5 MB,PDF,Security,http://file.allitebooks.com/20180823/CompTIA Security Get Certified Get Ahead SY0-401 Study Guide.pdf
"HTML5 and JavaScript Projects, 2nd Edition",2018,Jeanine Meyer,148423863X,425,English,10.6 MB,"PDF, ePub","HTML, HTML5 & CSS","http://file.allitebooks.com/20180822/HTML5 and JavaScript Projects, 2nd Edition.pdf , http://file.allitebooks.com/20180822/HTML5 and JavaScript Projects, 2nd Edition.pdf.epub"
"C# 7 Quick Syntax Reference, 2nd Edition",2018,Mikael Olsson,1484238168,180,English,1.9 MB,"PDF, ePub",C#,"http://file.allitebooks.com/20180822/C- 7 Quick Syntax Reference, 2nd Edition.pdf , http://file.allitebooks.com/20180822/C 7 Quick Syntax Reference, 2nd Edition.epub"
How Open Source Ate Software,2018,Gordon Haff,1484238931,180,English,3.3 MB,"PDF, ePub",Software,"http://file.allitebooks.com/20180822/How Open Source Ate Software.pdf , http://file.allitebooks.com/20180822/How Open Source Ate Software.epub"
TensorFlow for Deep Learning,2018,Bharath Ramsundar,1491980451,256,English,16.2 MB,PDF,Computers & Technology,http://file.allitebooks.com/20180820/TensorFlow for Deep Learning.pdf
"Java For Dummies, 7th Edition",2017,Barry A. Burd,1119235553,504,English,12.6 MB,PDF,Java,"http://file.allitebooks.com/20180819/Java For Dummies, 7th Edition.pdf"
Learning GraphQL,2018,Alex Banks,1492030716,198,English,1.5 MB,ePub,JavaScript,http://file.allitebooks.com/20180818/Learning GraphQL.epub
Regex Quick Syntax Reference,2018,Zsolt Nagy,1484238753,153,English,2 MB,"PDF, ePub",Programming,"http://file.allitebooks.com/20180818/Regex Quick Syntax Reference.pdf , http://file.allitebooks.com/20180818/Regex Quick Syntax Reference.epub"
Python For Dummies,2006,Aahz Maruch,0471778648,432,English,1.7 MB,PDF,Python,http://file.allitebooks.com/20180817/Python For Dummies.pdf
Beginning CouchDB,2009,Joe Lennon,1430272376,300,English,6.7 MB,PDF,Oracle,http://file.allitebooks.com/20180817/Beginning CouchDB.pdf
"Arduino For Dummies, 2nd Edition",2018,John Nussey,1119489547,400,English,24.4 MB,ePub,Hardware & DIY,"http://file.allitebooks.com/20180816/Arduino For Dummies, 2nd Edition.epub"
"MCSA Windows Server 2016 Complete Study Guide, 2nd Edition",2018,William Panek,1119359147,1248,English,107.3 MB,PDF,Microsoft,"http://file.allitebooks.com/20180815/MCSA Windows Server 2016 Complete Study Guide, 2nd Edition.pdf"
Entity Framework Core in Action,2018,Jon Smith,161729456X,520,English,5.6 MB,PDF,ASP.NET,http://file.allitebooks.com/20180815/Entity Framework Core in Action.pdf
"IoT, AI, and Blockchain for .NET",2018,Anurag Bhandari,1484237080,308,English,9.8 MB,"PDF, ePub",.NET,"http://file.allitebooks.com/20180815/IoT, AI, and Blockchain for .NET.pdf , http://file.allitebooks.com/20180815/IoT, AI, and Blockchain for .NET.epub"
The Essential Guide to 3D in Flash,2010,Richard Olsson,1430225416,280,English,4.2 MB,PDF,Flash,http://file.allitebooks.com/20180815/The Essential Guide to 3D in Flash.pdf
Taking Your iPod touch to the Max,2010,Erica Sadun,1430232587,416,English,24.6 MB,PDF,Programming,http://file.allitebooks.com/20180815/Taking Your iPod touch to the Max.pdf
Winning Design!: LEGO MINDSTORMS NXT,2010,James Trobaugh,1430229640,312,English,36.2 MB,PDF,Computers & Technology,http://file.allitebooks.com/20180814/Winning Design.pdf
Practical Arduino,2009,Hugh Blemings,1430224770,456,English,14.4 MB,PDF,Hardware & DIY,http://file.allitebooks.com/20180814/Practical Arduino.pdf
Arduino and LEGO Projects,2013,Jon Lazar,1430249293,212,English,41.4 MB,"PDF, ePub",Hardware & DIY,"http://file.allitebooks.com/20180814/Arduino and LEGO Projects.pdf , http://file.allitebooks.com/20180814/Arduino and LEGO Projects.epub"
Getting Started with OpenBTS,2015,Michael Iedema,1491910658,124,English,8.3 MB,PDF,Hardware & DIY,http://file.allitebooks.com/20180813/Getting Started with OpenBTS.pdf
"Teach Yourself VISUALLY iPhone 8, iPhone 8 Plus, and iPhone X",2018,Guy Hart-Davis,1119439612,320,English,165 MB,PDF,Hardware & DIY,"http://file.allitebooks.com/20180812/Teach Yourself VISUALLY iPhone 8, iPhone 8 Plus, and iPhone X.pdf"
"MacBook For Dummies, 7th Edition",2017,Mark L. Chambers,1119417252,432,English,25.5 MB,PDF,Hardware & DIY,"http://file.allitebooks.com/20180812/MacBook For Dummies, 7th Edition.pdf"
QuickBooks 2018 All-in-One For Dummies,2019,Stephen L. Nelson,1119397367,648,English,18.8 MB,PDF,Software,http://file.allitebooks.com/20180811/QuickBooks 2018 All-in-One For Dummies.pdf
"Build, Run, and Sell Your Apple Consulting Practice",2018,Charles Edge,1484238346,441,English,4.4 MB,"PDF, ePub",Programming,"http://file.allitebooks.com/20180811/Build, Run, and Sell Your Apple Consulting Practice.pdf , http://file.allitebooks.com/20180811/Build, Run, and Sell Your Apple Consulting Practice.epub"
"Front-end Development with ASP.NET Core, Angular, and Bootstrap",2018,Simone Chiaretta,1119181313,288,English,14.1 MB,PDF,Front-End Frameworks,"http://file.allitebooks.com/20180810/Front-end Development with ASP.NET Core, Angular, and Bootstrap.pdf"
Yocto for Raspberry Pi,2016,Petter Mabacker,178528195X,214,English,11.8 MB,"PDF, ePub",Hardware & DIY,"http://file.allitebooks.com/20180809/Yocto for Raspberry Pi.pdf , http://file.allitebooks.com/20180809/Yocto for Raspberry Pi.epub"
"Microsoft Excel VBA Programming for the Absolute Beginner, 3rd Edition",2007,Duane Birnbaum,1598633945,400,English,11.6 MB,PDF,Visual Basic,"http://file.allitebooks.com/20180808/Microsoft Excel VBA Programming for the Absolute Beginner, 3rd Edition.pdf"
"C++ Programming in easy steps, 5th Edition",2017,Mike McGrath,1840787570,192,English,9.9 MB,PDF,C & C++,http://file.allitebooks.com/20180808/In.Easy.Steps.Cplusplus.Programming.in.easy.steps.5th.Edition.pdf
Oracle SQL Revealed,2018,Alex Reprintsev,1484233719,389,English,2.4 MB,"PDF, ePub",Oracle,"http://file.allitebooks.com/20180807/Oracle SQL Revealed.pdf , http://file.allitebooks.com/20180807/Oracle SQL Revealed.epub"
Exam Ref 70-779 Analyzing and Visualizing Data with Microsoft Excel,2018,Chris Sorensen,1509308040,256,English,16.1 MB,ePub,Microsoft,http://file.allitebooks.com/20180807/Exam Ref 70-779 Analyzing and Visualizing Data with Microsoft Excel.epub
Beginning C# 7 Programming with Visual Studio 2017,2018,Benjamin Perkins,1119458684,912,English,39.7 MB,"PDF, ePub",C#,"http://file.allitebooks.com/20180807/BEGINNING C- 7 Programming with Visual Studio 2017.rar , http://file.allitebooks.com/20180807/BEGINNING C- 7 Programming with Visual Studio 2017.rar"
IPhone X For Dummies,2018,Bob LeVitus,111948166X,384,English,42.3 MB,PDF,Hardware & DIY,http://file.allitebooks.com/20180806/IPhone X For Dummies.pdf
Pro iOS Security and Forensics,201,Eric Butow,1484237560,160,English,3.1 MB,"PDF, ePub",Security,"http://file.allitebooks.com/20180806/Pro iOS Security and Forensics.pdf , http://file.allitebooks.com/20180806/Pro iOS Security and Forensics.epub"
Tragic Design,2018,Cynthia Savard Saucier,149192361X,220,English,12.1 MB,PDF,Graphics & Design,http://file.allitebooks.com/20180806/Tragic Design.pdf
MySQL Connector/Python Revealed,2018,Jesper Wisborg Krogh,1484236939,515,1484236939,5.6 MB,"PDF, ePub",Python,"http://file.allitebooks.com/20180805/MySQL ConnectorPython Revealed.pdf , http://file.allitebooks.com/20180805/MySQL ConnectorPython Revealed.epub"
The Linux Philosophy for SysAdmins,2018,David Both,1484237293,511,English,6.9 MB,"PDF, ePub",Linux & Unix,"http://file.allitebooks.com/20180805/The Linux Philosophy for SysAdmins.pdf , http://file.allitebooks.com/20180805/The Linux Philosophy for SysAdmins.epub"
Applied Analytics through Case Studies Using SAS and R,2018,Deepti Gupta,148423524X,404,English,7.9 MB,"PDF, ePub",Software,"http://file.allitebooks.com/20180804/Applied Analytics through Case Studies Using SAS and R.pdf , http://file.allitebooks.com/20180804/Applied Analytics through Case Studies Using SAS and R.epub"
Scalability Patterns,2018,Chander Dhall,1484210743,158,English,3.2 MB,"PDF, ePub",.NET,"http://file.allitebooks.com/20180804/Scalability Patterns.pdf , http://file.allitebooks.com/20180804/Scalability Patterns.epub"
Web Application Development with R Using Shiny,2013,Chris Beeley,1783284471,110,English,8.5 MB,"PDF, ePub",Programming,"http://file.allitebooks.com/20180803/Web Application Development with R Using Shiny.pdf , http://file.allitebooks.com/20180803/Web Application Development with R Using Shiny.epub"
The Book of F#,2018,Dave Fancher,1593275528,312,1593275528,4.3 MB,"PDF, ePub",C & C++,"http://file.allitebooks.com/20180803/The Book of F.pdf , http://file.allitebooks.com/20180803/The Book of F.epub"
"Microsoft Dynamics GP 2013 Reporting, 2nd Edition",2013,Christopher J Liley,1849688923,386,English,10.5 MB,"PDF, ePub",Networking & Cloud Computing,"http://file.allitebooks.com/20180803/Microsoft Dynamics GP 2013 Reporting, 2nd Edition.pdf , http://file.allitebooks.com/20180803/Microsoft Dynamics GP 2013 Reporting, 2nd Edition.epub"
"C++ Concurrency in Action, 2nd Edition",2018,Anthony Williams,1617294691,575,English,6.2 MB,PDF,C & C++,"http://file.allitebooks.com/20180802/C-- Concurrency in Action, 2nd Edition.pdf"
IBM Cognos BI v10.2 Administration Essentials,2013,Khalid Mehmood Awan,1782171789,128,English,3.4 MB,"PDF, ePub",Data in the Enterprise,"http://file.allitebooks.com/20180802/IBM Cognos BI v10.2 Administration Essentials.pdf , http://file.allitebooks.com/20180802/IBM Cognos BI v10.2 Administration Essentials.epub"
Virtual & Augmented Reality For Dummies,2018,Paul Mealy,1119481341,352,English,43.5 MB,PDF,Computers & Technology,http://file.allitebooks.com/20180801/Virtual & Augmented Reality For Dummies.pdf
Samsung Galaxy S9 For Dummies,2018,Bill Hughes,111950290X,336,English,41.6 MB,PDF,Hardware & DIY,http://file.allitebooks.com/20180801/Samsung Galaxy S9 For Dummies.pdf
"Think Complexity, 2nd Edition",2018,Allen Downey,1492040207,200,English,12.1 MB,ePub,Python,"http://file.allitebooks.com/20180731/Think Complexity, 2nd Edition.epub"
VMware Horizon View 5.3 Design Patterns and Best Practices,2013,Jason Ventresco,1782171541,124,English,5.2 MB,ePub,Operating Systems,http://file.allitebooks.com/20180731/VMware Horizon View 5.3 Design Patterns and Best Practices.epub
Flash Professional CS5 and Flash Catalyst CS5 For Dummies,2010,Ellen Finkelstein,0470613556,464,English,14.3 MB,PDF,Flash,http://file.allitebooks.com/20180730/Flash Professional CS5 and Flash Catalyst CS5 For Dummies.pdf
"Murach’s Java Programming, 4th Edition",2011,Joel Murach,1890774650,801,1890774650,123 MB,PDF,Java,"http://file.allitebooks.com/20180730/Murach's Java Programming, 4th Edition.pdf"
Instant PhoneGap Social App Development,2013,Kerri Shotts,1849696284,78,English,3.3 MB,"PDF, ePub",Hardware & DIY,"http://file.allitebooks.com/20180730/Instant PhoneGap Social App Development.pdf , http://file.allitebooks.com/20180730/Instant PhoneGap Social App Development.epub"
R Machine Learning By Example,2016,Dipanjan Sarkar,1784390844,340,English,11.9 MB,ePub,Data Processing,http://file.allitebooks.com/20180729/R Machine Learning By Example.epub
Kanban in Action,2014,Joakim Sunden,1617291056,360,English,35.3 MB,PDF,Programming,http://file.allitebooks.com/20180729/Kanban in Action.pdf
"Python in easy steps, 2nd Edition",2018,Mike McGrath,1840788127,192,English,5.4 MB,ePub,Python,"http://file.allitebooks.com/20180727/Python in easy steps, 2nd Edition.epub"
